user_id,date,screen_time_mins,unlock_counts,sleep_hours,steps,dominant_emotion,emotion_score,dominant_entity,dominant_entity_score,wrote_journal_flag,weekend_flag,label_bad_day
user_1,2024-02-27,358,108,4.1021945158014885,7002,Disgust,0.7957472574489272,person,0.3872,0,0,0
user_1,2024-02-28,285,67,5.5889252369619555,4017,Desire,0.019875805884213837,Location,0.76,1,0,1
user_1,2024-02-29,359,143,6.152159644121868,6384,Pride,-0.5236672923726585,Location,0.527,1,0,0
user_1,2024-03-01,365,121,6.388726630625088,5621,Disgust,0.7421495457292826,Organization,0.8042,1,0,1
user_1,2024-03-02,415,125,4.663569797808744,3314,Disgust,0.7020604614001709,Organization,0.9478,1,1,1
user_1,2024-03-03,409,126,4.693306570550026,4480,Nervousness,0.7771199015596384,Organization,0.3983,1,1,1
user_1,2024-03-04,473,112,4.0753339437758145,3196,Disappointment,0.3260276025551597,Organization,0.9013,1,0,1
user_1,2024-03-05,453,156,3.2427648454096163,2422,Sadness,0.8160515493436519,Organization,0.854,0,0,1
user_1,2024-03-06,395,145,4.160796605669619,4473,Remorse,0.9072744017142493,Organization,0.6193,1,0,1
user_1,2024-03-07,363,125,6.337466535823621,5540,Sadness,0.52207939270518,Organization,0.7487,0,0,1
user_1,2024-03-08,553,136,4.429200815391719,1340,Nervousness,1.0,person,0.2998,0,0,1
user_1,2024-03-09,637,204,4.242632058623775,1057,Annoyance,0.26439816150285805,Location,0.7227,0,1,1
user_1,2024-03-10,478,223,4.34636137755843,2393,Nervousness,0.8879928147236925,Organization,0.6575,1,1,1
user_1,2024-03-11,364,131,3.3653347517266505,4452,Fear,0.32518373633050485,Location,0.8457,1,0,1
user_1,2024-03-12,290,86,6.511257329064803,2564,Grief,0.9255821939879582,Organization,0.6612,1,0,0
user_1,2024-03-13,397,128,4.101164398211401,1968,Anger,0.8108504376534028,Organization,0.5524,1,0,1
user_1,2024-03-14,399,136,4.815928449544554,4436,Grief,0.7883786193488403,Organization,0.3906,1,0,1
user_1,2024-03-15,393,154,4.873483502238005,1915,Annoyance,0.47181529375461534,Organization,0.2931,1,0,0
user_1,2024-03-16,434,163,5.899030961278912,2614,Nervousness,0.7432141502625134,person,0.4182,0,1,1
user_1,2024-03-17,393,145,4.387577747017391,4562,Anger,0.5399228240942903,person,0.5858,1,1,1
user_1,2024-03-18,371,113,6.1965200429261795,4352,Annoyance,0.930959558972048,Organization,0.8316,1,0,1
user_1,2024-03-19,317,116,4.117012227176574,7160,Nervousness,0.9607056465921302,Location,0.4325,1,0,1
user_1,2024-03-20,310,65,5.455735690962776,3351,Love,-0.9985541348760535,person,0.5717,0,0,0
user_1,2024-03-21,190,30,7.060265829236936,20028,Neutral,-0.013180313270250715,Location,0.8178,0,0,1
user_1,2024-03-22,212,118,6.820179934924023,9543,Surprise,0.021426754290704782,person,0.8471,1,0,0
user_1,2024-03-23,371,112,6.266465148206424,3513,Fear,0.564073642684491,Organization,0.5527,0,1,1
user_1,2024-03-24,198,91,5.771406769146499,2093,Caring,-0.031096213096418843,person,0.942,1,1,0
user_1,2024-03-25,265,131,5.8070771239036265,2205,Disappointment,0.7957903838264088,Organization,0.6406,0,0,1
user_1,2024-03-26,308,90,4.864999491582777,13947,Fear,0.7610945773849278,Organization,0.9399,0,0,1
user_1,2024-03-27,246,137,7.161705755550052,7209,Nervousness,0.7719241270621244,Organization,0.8705,0,0,1
user_1,2024-03-28,221,136,6.969485394896832,4200,Nervousness,0.859625066579581,Location,0.7673,1,0,1
user_1,2024-03-29,362,95,5.254449067980688,9433,Nervousness,0.6385143877739776,Organization,0.9068,0,0,1
user_1,2024-03-30,403,121,5.16179396825258,1123,Remorse,0.8014960459868015,Organization,0.8286,0,1,1
user_1,2024-03-31,399,173,3.5210103873064225,2946,Grief,0.5724246529608824,Organization,0.7468,1,1,1
user_1,2024-04-01,439,136,4.3798561477420845,2039,Anger,0.8287186994319733,Location,0.8175,1,0,1
user_1,2024-04-02,431,101,3.9527706427789986,2854,Anger,0.6190768143673588,person,0.7152,1,0,1
user_1,2024-04-03,336,129,4.209804986012059,4726,Anger,0.8376402712041339,Organization,0.7403,1,0,1
user_1,2024-04-04,444,208,3.6180585197051167,4208,Sadness,0.7649735108120705,Organization,0.8101,1,0,1
user_1,2024-04-05,486,136,4.639732465828875,2692,Fear,0.7632891031120729,Organization,0.9087,1,0,1
user_1,2024-04-06,380,108,4.5208623320294254,1313,Anger,0.9147672166238746,Organization,0.5544,1,1,1
user_1,2024-04-07,324,86,4.291772151505944,2480,Nervousness,0.7041633163307933,Organization,0.9207,1,1,1
user_1,2024-04-08,291,111,5.115241376568279,6576,Anger,0.3675068073985477,Location,0.686,0,0,0
user_1,2024-04-09,242,71,5.719928642647566,5000,Disappointment,0.6335247719974911,Organization,0.8859,1,0,1
user_1,2024-04-10,206,83,5.9265537160063255,7422,Optimism,-1.0,person,0.5754,0,0,0
user_1,2024-04-11,273,105,7.9977778295103565,2279,Fear,0.5866612806340784,person,0.6513,0,0,1
user_1,2024-04-12,492,228,4.82474044716196,1886,Nervousness,0.6175371290083939,person,0.3933,1,0,0
user_1,2024-04-13,519,176,4.5753052799895935,4782,Grief,0.5163633638467029,Location,0.8715,1,1,1
user_1,2024-04-14,468,163,3.635198765096295,1317,Disappointment,0.9343228573000394,Organization,0.6404,1,1,1
user_1,2024-04-15,542,185,4.180708658636552,5042,Disgust,0.8744430514088722,Organization,0.8846,1,0,1
user_1,2024-04-16,370,134,4.2634292281206765,4051,Sadness,0.8243711540726318,Organization,0.3804,1,0,1
user_1,2024-04-17,284,112,6.5561951555878375,4498,Annoyance,0.7210746687699103,Organization,0.634,1,0,1
user_1,2024-04-18,350,102,6.485301706431269,7646,Anger,0.9178530234433658,Organization,0.6464,0,0,1
user_1,2024-04-19,256,68,3.595091830233918,4343,Disgust,0.37553324505402996,Organization,0.6402,1,0,1
user_1,2024-04-20,325,179,5.929108078043818,3840,Annoyance,0.6276737270820575,Location,0.8034,1,1,1
user_1,2024-04-21,376,181,4.418430551628116,3522,Annoyance,0.531609167473047,Location,0.4335,0,1,1
user_1,2024-04-22,472,194,5.079570126429587,3217,Disappointment,0.9005138125964616,Organization,0.7538,1,0,1
user_1,2024-04-23,456,185,3.3952615322905975,10865,Anger,0.7526945267491172,Location,0.901,1,0,1
user_1,2024-04-24,331,124,4.194489364676092,3362,Fear,0.7769583421131326,Organization,0.7704,1,0,1
user_1,2024-04-25,378,173,4.275736804470256,5633,Annoyance,0.30929284054001677,person,0.9123,0,0,0
user_1,2024-04-26,508,196,4.66286543401074,2089,Remorse,0.7620172938176853,Organization,0.7636,1,0,1
user_1,2024-04-27,390,158,3.6221042499208185,1190,Anger,0.570079317742828,Organization,0.9072,1,1,1
user_1,2024-04-28,615,206,4.524353563208281,1460,Disgust,0.7642693688709012,person,0.6753,1,1,1
user_1,2024-04-29,403,162,4.827703556544147,1878,Grief,0.8269159819612065,Location,0.472,1,0,1
user_1,2024-04-30,343,69,3.7582192580767315,3464,Disgust,0.9449619168225828,Organization,0.5439,1,0,1
user_1,2024-05-01,369,96,4.61391654142259,2230,Disappointment,0.8360367527123156,Location,0.6228,0,0,1
user_1,2024-05-02,311,134,4.245603832705998,2169,Remorse,0.49736765865616595,Organization,0.714,1,0,1
user_1,2024-05-03,396,120,3.820985310126507,1979,Nervousness,0.39358893623246316,Organization,0.7519,0,0,1
user_1,2024-05-04,516,115,4.2003013996683825,1961,Grief,0.9816114256280162,Location,0.7949,1,1,0
user_1,2024-05-05,424,118,4.369826575862335,3298,Disappointment,0.9193273375485987,Location,0.8648,0,1,1
user_1,2024-05-06,517,150,3.0453219562463536,1421,Grief,0.47036782049215875,Organization,0.7572,1,0,1
user_1,2024-05-07,337,97,4.979151162426335,13831,Annoyance,0.7586221362238337,Organization,0.5591,1,0,1
user_1,2024-05-08,232,75,6.49634026216467,13888,Surprise,0.005979081905258473,Organization,0.3235,0,0,0
user_1,2024-05-09,173,66,6.604253427718909,6691,Disapproval,-0.030208539246971953,Location,0.8842,0,0,0
user_1,2024-05-10,233,99,6.245382922889275,12597,Disgust,0.760060194136032,Location,0.5801,1,0,0
user_1,2024-05-11,177,52,8.11121467751026,6902,Realization,0.0041137784883616395,person,0.6323,0,1,0
user_1,2024-05-12,320,88,7.104399348277537,3365,Excitement,-0.6896382228235663,Location,0.7248,1,1,0
user_1,2024-05-13,335,122,5.987469113726618,5990,Grief,0.7081155458381109,Location,0.6418,1,0,1
user_1,2024-05-14,429,110,4.110662816135309,1462,Remorse,0.8047345459459718,Location,0.5635,1,0,1
user_1,2024-05-15,388,157,4.4015010652236874,3855,Disappointment,0.7510960643010524,Organization,0.7103,1,0,0
user_1,2024-05-16,191,35,6.695774885287021,6118,Pride,-0.6385951975401742,Organization,0.6316,1,0,0
user_1,2024-05-17,302,87,5.94941877121985,2491,Remorse,0.7216763090276594,Organization,0.5311,0,0,1
user_1,2024-05-18,465,153,4.656735949517614,3114,Sadness,0.9681110330421802,Organization,0.843,1,1,1
user_1,2024-05-19,513,111,3.866179454550603,6940,Anger,0.2510481410139627,Organization,0.841,1,1,0
user_1,2024-05-20,444,162,5.753385387608247,1844,Sadness,0.7284475960762478,Organization,0.8007,1,0,1
user_1,2024-05-21,342,100,4.826386289824252,4850,Nervousness,0.8984285652569456,person,0.8024,0,0,1
user_1,2024-05-22,367,101,4.720452849879365,3690,Anger,0.8571510059263263,Organization,0.9737,1,0,1
user_1,2024-05-23,401,101,4.668589672108019,3690,Fear,0.9829780315119382,Organization,0.477,1,0,1
user_1,2024-05-24,471,142,5.596131475317078,5813,Fear,0.8032929676549053,Organization,0.7981,0,0,1
user_1,2024-05-25,530,132,4.785022093684101,3400,Anger,0.6420093723066386,Organization,0.8412,1,1,1
user_1,2024-05-26,412,120,4.0761870525889865,1809,Remorse,0.7560829573473151,Organization,0.9019,1,1,1
user_1,2024-05-27,445,125,3.643913067911978,3506,Sadness,0.7954726032149435,Organization,0.7162,1,0,1
user_1,2024-05-28,269,122,3.944667315721335,5272,Annoyance,0.5184164939370138,Organization,0.7533,1,0,1
user_1,2024-05-29,343,91,4.791678886342396,3361,Nervousness,0.5909190803939912,Organization,0.7405,1,0,1
user_2,2024-01-01,136,94,8.080991847726064,4388,Pride,-0.5842704289792474,person,0.8443,1,0,0
user_2,2024-01-02,313,136,5.845396399776277,5664,Remorse,0.6874868925698185,person,0.5733,1,0,1
user_2,2024-01-03,405,174,3.5265058903391795,4121,Nervousness,0.7876985167052906,Organization,0.8637,1,0,1
user_2,2024-01-04,341,128,4.052588971689097,3546,Nervousness,0.9777352218296602,Organization,0.8431,0,0,1
user_2,2024-01-05,337,106,5.600728089578014,7023,Disappointment,0.8273843483979209,Organization,0.5891,1,0,1
user_2,2024-01-06,355,88,5.584362092269528,2272,Sadness,0.914738914918418,Organization,0.6234,1,1,1
user_2,2024-01-07,460,155,3.3912866808887134,1832,Annoyance,0.6733464706686854,Location,0.603,0,1,1
user_2,2024-01-08,384,127,4.544704235916485,8616,Disgust,0.8122299752547073,Location,0.2488,1,0,1
user_2,2024-01-09,255,126,5.7043204141241155,7070,Grief,0.780721790167841,Organization,0.442,1,0,1
user_2,2024-01-10,253,147,6.0265922369324905,13236,Annoyance,0.6761932165180298,Location,0.7401,1,0,0
user_2,2024-01-11,136,41,6.8767483058921295,11084,Embarrassment,-0.05848090021363928,Location,0.8429,0,0,0
user_2,2024-01-12,66,30,10.227952097585352,13396,Relief,-0.6637749237754529,Organization,0.712,0,0,0
user_2,2024-01-13,85,51,8.420454844890504,9642,Realization,0.06951573474044424,Location,0.89,1,1,0
user_2,2024-01-14,172,85,7.932699815418427,5929,Curiosity,-0.049240939101102624,Organization,0.722,0,1,0
user_2,2024-01-15,365,82,5.492818665883508,8976,Excitement,-0.7912974322453407,Location,0.9042,1,0,0
user_2,2024-01-16,335,119,3.97408559662414,3292,Sadness,0.3626668556161899,Organization,0.8492,1,0,1
user_2,2024-01-17,301,80,4.975038146720277,4397,Nervousness,0.5691236095996695,Organization,0.7569,1,0,1
user_2,2024-01-18,265,37,5.879026744960066,7639,Sadness,1.0,Organization,0.6266,1,0,1
user_2,2024-01-19,466,181,4.4116881649925554,2183,Anger,0.6344767130398278,Organization,0.865,1,0,1
user_2,2024-01-20,396,124,3.7920165360263205,3307,Remorse,0.6683758301385506,Organization,0.7937,1,1,1
user_2,2024-01-21,362,116,5.81712696965161,4640,Disappointment,0.5227291342224686,Organization,0.4033,0,1,1
user_2,2024-01-22,480,144,4.304123095842484,7393,Disgust,0.6552513829020737,Organization,0.9498,0,0,1
user_2,2024-01-23,330,102,4.2714340400267075,3704,Nervousness,0.8201738974351537,Organization,0.8735,1,0,1
user_2,2024-01-24,200,72,5.3380139569217375,6591,Annoyance,0.6515691184889987,Organization,0.6643,1,0,1
user_2,2024-01-25,240,84,7.968891490536638,3974,Disgust,0.8165014479598012,Organization,0.8851,0,0,1
user_2,2024-01-26,263,90,6.173782381323482,4872,Annoyance,0.9406309949421614,Location,0.879,0,0,1
user_2,2024-01-27,97,49,6.436607404692161,14308,Neutral,0.0007801135126744212,Organization,0.813,1,1,0
user_2,2024-01-28,154,28,8.909298926557181,5331,Pride,-0.321787955370561,Organization,0.9647,0,1,0
user_2,2024-01-29,145,47,8.62765622923899,6377,Realization,-0.015879409994277366,person,0.5906,0,0,0
user_2,2024-01-30,211,65,8.677814044221979,14195,Excitement,-0.4791898500046229,Location,0.9509,0,0,0
user_2,2024-01-31,162,41,9.099211056014017,7669,Love,-0.5867599591340996,person,0.2355,1,0,1
user_2,2024-02-01,177,69,7.631071272966968,5994,Curiosity,-0.05142945338497695,Organization,0.3824,0,0,0
user_2,2024-02-02,130,29,5.438165085734815,9956,Sadness,0.7969464501163332,Organization,0.3888,1,0,1
user_2,2024-02-03,270,85,7.314605387836222,3532,Amusement,0.028948344914591116,Organization,0.7754,1,1,1
user_2,2024-02-04,197,49,7.829900435441269,9193,Surprise,-0.013407767119551054,Location,0.8331,0,1,0
user_2,2024-02-05,248,103,8.28528745201952,8347,Disgust,1.0,Location,0.5956,0,0,1
user_2,2024-02-06,361,101,4.801605676786845,7283,Joy,-0.7626057425255873,person,0.7706,0,0,0
user_2,2024-02-07,168,59,7.426848844694556,4451,Curiosity,-0.0043697347594123664,Organization,0.484,0,0,0
user_2,2024-02-08,283,100,6.386476935054385,3414,Disgust,0.4277923769158957,Organization,0.846,1,0,1
user_2,2024-02-09,521,158,7.084810100858044,4472,Anger,0.6326091665188481,Location,0.8567,0,0,1
user_2,2024-02-10,514,116,3.7951567036852514,2102,Disgust,0.8332091028759787,Organization,0.7757,1,1,0
user_2,2024-02-11,496,136,4.356161079790081,1231,Sadness,0.9014839276594083,Organization,0.6668,1,1,1
user_2,2024-02-12,371,146,5.140825918269421,2412,Remorse,0.6687456246478123,Organization,0.4302,1,0,1
user_2,2024-02-13,430,149,3.6911791615331517,6486,Grief,0.43135567327728075,Organization,0.4093,1,0,1
user_2,2024-02-14,224,86,4.592479876233821,6955,Fear,0.9661908555510709,Organization,0.7771,0,0,1
user_2,2024-02-15,359,69,4.259994983046118,3792,Nervousness,0.8837190427837303,Organization,0.8106,1,0,1
user_2,2024-02-16,295,118,5.026356014430665,5248,Nervousness,0.489268553827932,Organization,0.8491,1,0,1
user_2,2024-02-17,404,229,4.028424895970708,5070,Remorse,0.7649235063567317,person,0.8049,0,1,1
user_2,2024-02-18,391,94,3.8138404735310387,2150,Sadness,0.96079252310676,Organization,0.7921,1,1,1
user_2,2024-02-19,255,81,6.11865659351948,7023,Annoyance,0.8280217821301625,Organization,0.6984,0,0,1
user_2,2024-02-20,225,104,6.502587768414958,5323,Excitement,-0.701232758379103,Location,0.7254,1,0,0
user_2,2024-02-21,311,131,6.572722432092086,9420,Admiration,-0.798252928417906,person,0.732,1,0,0
user_2,2024-02-22,513,135,4.981144927900427,3000,Sadness,0.8771830745905167,Organization,0.7737,1,0,1
user_2,2024-02-23,563,132,4.639432906656697,5296,Sadness,0.7677281231220942,Organization,0.7462,1,0,1
user_2,2024-02-24,360,70,5.273841809630602,1903,Fear,0.6812398379225746,Location,0.8191,1,1,1
user_2,2024-02-25,374,49,5.101502430770735,3486,Anger,0.7659304976050927,Organization,0.7465,1,1,1
user_2,2024-02-26,374,173,4.223670277364588,10406,Nervousness,0.5319021160325196,Organization,0.7272,1,0,1
user_2,2024-02-27,300,55,7.015095905931305,6994,Remorse,0.7113271570547325,Organization,0.5394,0,0,0
user_2,2024-02-28,269,77,5.580199294197532,9421,Disappointment,0.7814028611783628,Location,0.625,1,0,1
user_2,2024-02-29,275,128,7.745612659659254,4619,Desire,0.23116388943928326,Organization,0.542,1,0,0
user_2,2024-03-01,140,39,5.8717468334449645,11674,Embarrassment,0.03425343064159002,person,0.7147,0,0,1
user_2,2024-03-02,62,26,8.29097956631181,4842,Approval,0.06813393841083593,person,0.6781,1,1,0
user_2,2024-03-03,214,91,8.073612055775568,7114,Relief,-0.7335598941904078,Location,0.7439,1,1,0
user_2,2024-03-04,97,58,9.66161931085613,6932,Caring,0.039083475078347876,Organization,0.7314,1,0,0
user_2,2024-03-05,64,53,9.357810998622874,23499,Amusement,-0.018916154678420737,person,0.4336,0,0,0
user_2,2024-03-06,98,37,10.81089945438553,8434,Approval,0.04553815322959604,person,0.9059,0,0,0
user_2,2024-03-07,60,35,8.391688396161113,19221,Relief,-0.6438695128722544,Location,0.7504,0,0,0
user_2,2024-03-08,120,52,9.737775931868674,9424,Desire,-0.014209116404400531,Location,0.8496,0,0,1
user_2,2024-03-09,287,87,6.442348269659023,11723,Neutral,-0.029121812869746206,Organization,0.6478,0,1,1
user_2,2024-03-10,184,77,7.730739661878672,9328,Joy,-0.6740875516368207,person,0.8087,0,1,0
user_2,2024-03-11,340,111,5.934929630198927,6595,Disappointment,0.5680795140004106,Organization,0.9553,0,0,0
user_2,2024-03-12,346,91,5.928747574668742,3161,Disgust,0.6797640884444951,Organization,0.305,0,0,1
user_2,2024-03-13,454,204,5.575268071998356,3543,Fear,0.9176756114224708,Organization,0.9304,1,0,1
user_2,2024-03-14,539,112,4.347601450041999,4651,Grief,0.724337047728621,Organization,0.9025,1,0,1
user_2,2024-03-15,413,97,4.141875511830751,3143,Grief,0.943484088052634,Location,0.8428,1,0,1
user_2,2024-03-16,489,127,3.5060633295496255,2822,Nervousness,0.9505370358180419,Location,0.4064,1,1,1
user_2,2024-03-17,450,105,4.146574516937318,1182,Disgust,0.7658568011457277,Organization,0.3994,1,1,1
user_2,2024-03-18,451,134,5.454809452648333,2023,Disappointment,0.8675353133242416,person,0.8531,1,0,1
user_2,2024-03-19,419,79,5.089674501952667,15197,Fear,0.7192817774444019,Organization,0.7658,1,0,1
user_2,2024-03-20,302,118,5.620490240311228,2903,Annoyance,0.7883758649360806,Organization,0.8954,1,0,0
user_2,2024-03-21,371,115,4.681045227117054,8340,Annoyance,0.7547780020969718,Organization,0.7076,0,0,1
user_2,2024-03-22,320,141,3.9870960634443113,5278,Nervousness,0.7466875153749185,Organization,0.7693,1,0,1
user_2,2024-03-23,311,137,5.384573790657781,5852,Disappointment,0.4464343103942288,Location,0.7469,1,1,0
user_2,2024-03-24,247,81,7.585709543569862,3743,Disgust,0.571303979143651,person,0.8248,0,1,1
user_2,2024-03-25,465,181,3.6597722144987666,4989,Nervousness,0.5656366453595195,Organization,0.812,0,0,1
user_2,2024-03-26,540,125,4.09473991061054,1505,Remorse,0.9108351413390807,Organization,0.5253,0,0,1
user_2,2024-03-27,266,112,5.5337219865976,5056,Disgust,0.5971914448005435,Organization,0.5494,1,0,1
user_2,2024-03-28,426,104,3.952538665998854,3031,Remorse,0.21698725888616566,Location,0.9577,1,0,1
user_2,2024-03-29,456,173,4.092355237390541,3539,Nervousness,0.32609281211389674,Organization,0.7834,0,0,1
user_2,2024-03-30,623,145,4.4689577687553275,1165,Anger,0.9307460000877735,Organization,0.7429,0,1,1
user_2,2024-03-31,479,187,4.006249660953626,1650,Annoyance,0.732548755694038,Organization,0.7549,1,1,1
user_2,2024-04-01,335,129,5.554201527833384,2025,Sadness,0.5552158135119861,Organization,0.6729,1,0,1
user_2,2024-04-02,386,119,4.615700370560902,6806,Disgust,0.8836992367388274,Organization,0.4084,0,0,1
user_2,2024-04-03,406,73,6.27936426494194,6768,Annoyance,0.6834453116502073,person,0.6898,0,0,0
user_2,2024-04-04,321,104,3.9135991313017677,4187,Disgust,0.18828221557665342,Organization,0.5578,1,0,1
user_2,2024-04-05,389,114,4.385960077418337,7623,Admiration,-0.741570074150457,Location,0.8641,1,0,0
user_2,2024-04-06,528,168,5.0606535758496225,4622,Grief,0.7799032813303426,Organization,0.9534,0,1,1
user_2,2024-04-07,474,127,4.003421901445002,2545,Disappointment,0.28060024604557726,person,0.8666,0,1,1
user_2,2024-04-08,300,128,4.86449819622967,6961,Disgust,0.7368272544168658,Organization,0.8536,0,0,1
user_2,2024-04-09,352,64,5.151049274300856,3971,Annoyance,0.9821989026576573,person,0.5831,0,0,1
user_2,2024-04-10,157,40,6.471623750285697,18605,Relief,-0.6425530372601027,Location,0.7127,0,0,0
user_2,2024-04-11,57,45,9.419079232995262,10679,Confusion,0.055071716823286564,Location,0.7254,0,0,0
user_2,2024-04-12,171,52,10.319330084321551,13548,Disapproval,0.12732937182075799,Location,0.7774,0,0,0
user_2,2024-04-13,161,24,7.799059162543575,8496,Excitement,-0.5402520843669312,person,0.8873,1,1,0
